Date,SP500,SP500_Return,VIX,Yield_Spread
1994-01-14,474.9100036621094,0.010605426989386935,11.149999618530272,1.61
1994-01-21,474.7200012207031,-0.0004001609952606344,11.09000015258789,1.64
1994-01-28,478.7000122070313,0.008348962784912928,9.9399995803833,1.6
1994-02-04,469.80999755859375,-0.01874576944367856,15.25,1.52
1994-02-11,470.1799926757813,0.0007872320772346342,14.460000038146973,1.44
1994-02-18,467.69000244140625,-0.005309896036283845,14.699999809265137,1.52
1994-02-25,466.0700073242187,-0.0034698353444291286,14.800000190734863,1.49
1994-03-04,464.739990234375,-0.0028577647393115413,16.0,1.5
1994-03-11,466.44000244140625,0.0036513114738854213,14.869999885559082,1.51
1994-03-18,471.05999755859375,0.009856069369167386,13.31999969482422,1.46
1994-03-25,460.5799865722656,-0.022498933589524484,13.670000076293944,1.51
1994-04-01,445.7699890136719,-0.032683436375268826,20.450000762939453,1.56
1994-04-08,447.1000061035156,0.0029791976006450227,16.920000076293945,1.51
1994-04-15,446.1799926757813,-0.002059855262164234,15.979999542236328,1.46
1994-04-22,447.6300048828125,0.003244567599470116,14.9399995803833,1.31
1994-04-29,450.9100036621094,0.007300761940615352,13.770000457763672,1.33
1994-05-06,447.8200073242187,-0.006876388850733051,15.079999923706056,1.23
1994-05-13,444.1400146484375,-0.008251521290776331,14.539999961853027,1.24
1994-05-20,454.9200134277344,0.02398174780524709,12.789999961853027,1.22
1994-05-27,457.3299865722656,0.005283592767334255,12.489999771118164,1.15
1994-06-03,460.1300048828125,0.006103867264016571,12.1899995803833,1.14
1994-06-10,458.6700134277344,-0.003178042348285004,12.6899995803833,1.18
1994-06-17,458.4500122070313,-0.0004797653933481527,12.3100004196167,1.26
1994-06-24,442.7999877929687,-0.034733087855994604,16.719999313354492,1.16
1994-07-01,446.2000122070313,0.007649136089528774,14.359999656677246,1.15
1994-07-08,449.5499877929687,0.007479745920702108,13.260000228881836,1.17
1994-07-15,454.1600036621094,0.010202511649057833,11.279999732971191,1.21
1994-07-22,453.1099853515625,-0.0023146776418734305,11.220000267028809,1.14
1994-07-29,458.260009765625,0.011301840657348627,11.130000114440918,1.13
1994-08-05,457.0899963378906,-0.002556429905795632,12.34000015258789,1.1
1994-08-12,461.94000244140625,0.010554717767500499,11.09000015258789,1.05
1994-08-19,463.6799926757813,0.003759625533340305,12.829999923706056,1.04
1994-08-26,473.7999877929687,0.02159062262411382,12.1899995803833,1.03
1994-09-02,470.989990234375,-0.00594842432631193,11.399999618530272,1.04
1994-09-09,468.1799926757813,-0.00598401992156905,13.119999885559082,1.09
1994-09-16,471.19000244140625,0.006408593169973109,12.800000190734863,1.1
1994-09-23,459.6700134277344,-0.024752544940476184,14.529999732971191,1.05
1994-09-30,462.7099914550781,0.006591619545863736,14.279999732971191,1.0
1994-10-07,455.1000061035156,-0.016583301054094335,14.920000076293944,1.05
1994-10-14,469.1000061035156,0.030298789911562096,13.31999969482422,1.04
1994-10-21,464.8900146484375,-0.00901512837301599,15.90999984741211,1.01
1994-10-28,473.7699890136719,0.018921098702715078,14.5600004196167,1.0
1994-11-04,462.2799987792969,-0.02455118320860361,16.75,0.99
1994-11-11,462.3500061035156,0.0001514277580936252,16.5,0.92
1994-11-18,461.4700012207031,-0.0019051441666251279,16.0,0.78
1994-11-25,452.2900085449219,-0.020093463145681056,17.440000534057617,0.61
1994-12-02,453.2999877929687,0.0022305451051343184,16.549999237060547,0.37
1994-12-09,446.9599914550781,-0.014085044984521566,16.040000915527344,0.26
1994-12-16,458.7999877929687,0.026145272615756276,12.789999961853027,0.22
1994-12-23,459.8299865722656,0.002242468109392881,11.81999969482422,0.11
1994-12-30,459.2699890136719,-0.0012185782673599377,13.199999809265137,0.15
1995-01-06,460.6799926757813,0.0030653944111787013,13.130000114440918,0.23
1995-01-13,465.9700012207031,0.011417614088619743,11.100000381469728,0.3
1995-01-20,464.7799987792969,-0.002557084265005116,12.149999618530272,0.32
1995-01-27,470.3900146484375,0.011997996270489253,11.25,0.37
1995-02-03,478.6499938964844,0.017407459644743106,10.979999542236328,0.35
1995-02-10,481.4599914550781,0.005853507670654956,11.279999732971191,0.29
1995-02-17,481.9700012207031,0.001058737670909693,11.710000038146973,0.36
1995-02-24,488.1099853515625,0.012658886295301208,10.84000015258789,0.44
1995-03-03,485.4200134277344,-0.005526237040498927,11.449999809265137,0.47
1995-03-10,489.5700073242187,0.008512946534258603,12.380000114440918,0.4
1995-03-17,495.5199890136719,0.012080224282114749,11.800000190734863,0.43
1995-03-24,500.9700012207031,0.010938527435548018,11.1899995803833,0.45
1995-03-31,500.7099914550781,-0.0005191473791343881,13.369999885559082,0.4
1995-04-07,506.4200134277344,0.011339316925875309,12.850000381469728,0.46
1995-04-14,509.2300109863281,0.005533411432880442,11.479999542236328,0.52
1995-04-21,508.489990234375,-0.0014542720620376315,11.859999656677246,0.57
1995-04-28,514.7100219726562,0.012158147546120546,11.75,0.47
1995-05-05,520.1199951171875,0.010455866842427497,12.0600004196167,0.53
1995-05-12,525.5499877929688,0.01038576524694701,11.84000015258789,0.47
1995-05-19,519.1900024414062,-0.012175400536091452,12.8100004196167,0.42
1995-05-26,523.6500244140625,0.008553659335900576,12.199999809265137,0.43
1995-06-02,532.510009765625,0.016778126246813407,12.979999542236328,0.56
1995-06-09,527.9400024414062,-0.008619049578905802,12.760000228881836,0.39
1995-06-16,539.8300170898438,0.022271661326818126,10.75,0.44
1995-06-23,549.7100219726562,0.018136599576712875,11.119999885559082,0.42
1995-06-30,544.75,-0.009063932588726509,11.380000114440918,0.42
1995-07-07,556.3699951171875,0.021106557950159477,11.770000457763672,0.5
1995-07-14,559.8900146484375,0.006306830251322282,12.079999923706056,0.45
1995-07-21,553.6199951171875,-0.011261840027482428,12.369999885559082,0.58
1995-07-28,562.9299926757812,0.016676751474571816,13.18000030517578,0.57
1995-08-04,558.9400024414062,-0.007113136236981177,13.210000038146973,0.59
1995-08-11,555.1099853515625,-0.006875871318706039,12.899999618530272,0.54
1995-08-18,559.2100219726562,0.007358846823965592,12.029999732971191,0.44
1995-08-25,560.0999755859375,0.0015901828854500977,12.329999923706056,0.48
1995-09-01,563.8400268554688,0.006655275310321507,11.289999961853027,0.44
1995-09-08,572.6799926757812,0.01555651276540182,11.15999984741211,0.39
1995-09-15,583.3499755859375,0.018460223715630164,11.579999923706056,0.4
1995-09-22,581.72998046875,-0.002780918430171475,12.460000038146973,0.4
1995-09-29,584.4099731445312,0.004596356356220355,12.739999771118164,0.34
1995-10-06,582.489990234375,-0.0032907441992202635,13.979999542236328,0.33
1995-10-13,584.5,0.003444779766912376,13.670000076293944,0.3
1995-10-20,587.4600219726562,0.005051415084722954,13.460000038146973,0.32
1995-10-27,579.7000122070312,-0.013297446593662166,14.630000114440918,0.41
1995-11-03,590.5700073242188,0.018577435217555838,12.260000228881836,0.45
1995-11-10,592.719970703125,0.0036338780598104137,12.970000267028809,0.48
1995-11-17,600.0700073242188,0.012324264602843193,12.489999771118164,0.46
1995-11-24,599.969970703125,-0.00016672214785717898,11.869999885559082,0.42
1995-12-01,606.97998046875,0.011616204274224273,11.109999656677246,0.39
1995-12-08,617.47998046875,0.017150838273299662,11.119999885559082,0.34
1995-12-15,616.3400268554688,-0.001847844792402853,11.4399995803833,0.39
1995-12-22,611.9500122070312,-0.007148203114550888,11.510000228881836,0.43
1995-12-29,615.9299926757812,0.006482709045359414,12.520000457763672,0.4
1996-01-05,616.7100219726562,0.0012656240130555219,13.579999923706056,0.49
1996-01-12,601.8099975585938,-0.02445715601718934,14.229999542236328,0.58
1996-01-19,611.8300170898438,0.01651271726216308,12.699999809265137,0.51
1996-01-26,621.6199951171875,0.015874471633532394,12.0,0.57
1996-02-02,635.8400268554688,0.022618035886628363,13.229999542236328,0.76
1996-02-09,656.3699951171875,0.031777645293589174,14.630000114440918,0.81
1996-02-16,647.97998046875,-0.012864845356559407,15.369999885559082,0.86
1996-02-23,659.0800170898438,0.01698514758239167,14.779999732971191,0.84
1996-03-01,644.3699951171875,-0.022571861412449046,16.719999313354492,0.73
1996-03-08,633.5,-0.017013087945434435,20.700000762939453,0.68
1996-03-15,641.4299926757812,0.012440047670225773,16.540000915527344,0.59
1996-03-22,650.6199951171875,0.014225699485075793,17.049999237060547,0.58
1996-03-29,645.5,-0.007900536629798616,18.8799991607666,0.55
1996-04-05,655.8599853515625,0.015922118912399696,16.18000030517578,0.48
1996-04-12,636.7100219726562,-0.029633001805798642,17.3799991607666,0.56
1996-04-19,645.0700073242188,0.013044521999759695,15.119999885559082,0.58
1996-04-26,653.4600219726562,0.012922506547689672,14.75,0.62
1996-05-03,641.6300048828125,-0.018269534766817586,16.700000762939453,0.7
1996-05-10,652.0900268554688,0.01617080922001879,15.609999656677246,0.71
1996-05-17,668.9099731445312,0.02546685138833471,15.130000114440918,0.61
1996-05-24,678.510009765625,0.014249750170296949,15.539999961853027,0.62
1996-05-31,669.1199951171875,-0.01393582300967644,16.06999969482422,0.58
1996-06-07,673.3099975585938,0.006242435092468135,16.100000381469727,0.53
1996-06-14,665.8499755859375,-0.011141460753228749,18.63999938964844,0.66
1996-06-21,666.8400268554688,0.001485794070418045,15.800000190734863,0.61
1996-06-28,670.6300048828125,0.0056673990171347555,13.68000030517578,0.62
1996-07-05,657.4400024414062,-0.019864067521091933,16.09000015258789,0.62
1996-07-12,646.1900024414062,-0.017259926884904075,17.09000015258789,0.59
1996-07-19,638.72998046875,-0.011611782668846438,17.260000228881836,0.6
1996-07-26,635.9000244140625,-0.004440442628564689,17.450000762939453,0.6
1996-08-02,662.489990234375,0.040964091999756036,16.190000534057617,0.6
1996-08-09,662.0999755859375,-0.0005888836089233962,15.770000457763672,0.57
1996-08-16,665.2100219726562,0.004686248252572689,14.8100004196167,0.61
1996-08-23,667.030029296875,0.0027322530270899037,14.18000030517578,0.63
1996-08-30,651.989990234375,-0.02280585692924575,17.010000228881836,0.62
1996-09-06,655.6799926757812,0.005643644472580256,17.100000381469727,0.61
1996-09-13,680.5399780273438,0.03721371450541344,15.199999809265137,0.64
1996-09-20,687.030029296875,0.009491433648451064,15.649999618530272,0.59
1996-09-27,686.1900024414062,-0.001223441168689554,16.100000381469727,0.61
1996-10-04,701.4600219726562,0.022009347705663984,14.800000190734863,0.63
1996-10-11,700.6599731445312,-0.0011411989241132403,15.06999969482422,0.63
1996-10-18,710.8200073242188,0.014396533851779303,15.079999923706056,0.61
1996-10-25,700.9199829101562,-0.014025510040423406,17.290000915527344,0.64
1996-11-01,703.77001953125,0.004057892527150386,17.889999389648438,0.59
1996-11-08,730.8200073242188,0.03771557543468962,15.779999732971191,0.53
1996-11-15,737.6199951171875,0.009261578802515658,14.359999656677246,0.51
1996-11-22,748.72998046875,0.01494963157920548,14.920000076293944,0.46
1996-11-29,757.02001953125,0.011011287166120098,17.139999389648438,0.47
1996-12-06,739.5999755859375,-0.023280232464731654,18.81999969482422,0.53
1996-12-13,728.6400146484375,-0.014929663523968628,21.09000015258789,0.56
1996-12-20,748.8699951171875,0.027385594200688423,18.850000381469727,0.52
1996-12-27,756.7899780273438,0.010520377905823608,19.1299991607666,0.49
1997-01-03,748.030029296875,-0.011642651798233317,19.1299991607666,0.57
1997-01-10,759.5,0.0152171987483678,19.6299991607666,0.57
1997-01-17,776.1699829101562,0.02171122430136574,18.6299991607666,0.56
1997-01-24,770.52001953125,-0.0073059093950949006,19.329999923706055,0.57
1997-01-31,786.1599731445312,0.020094662951763098,19.469999313354492,0.59
1997-02-07,789.5599975585938,0.004315525288815181,18.899999618530273,0.57
1997-02-14,808.47998046875,0.02368009220293299,19.18000030517578,0.49
1997-02-21,801.77001953125,-0.00833410933144485,20.549999237060547,0.51
1997-02-28,790.8200073242188,-0.013751416971246933,21.100000381469727,0.47
1997-03-07,804.969970703125,0.017734582165474855,19.31999969482422,0.47
1997-03-14,793.1699829101562,-0.014767420346860405,19.809999465942383,0.53
1997-03-21,784.0999755859375,-0.011501020801071071,19.690000534057617,0.45
1997-03-28,773.8800048828125,-0.013119702980653791,20.5,0.45
1997-04-04,757.9000244140625,-0.020865346089049552,19.229999542236328,0.48
1997-04-11,737.6500244140625,-0.027081992570100688,19.760000228881836,0.45
1997-04-18,766.3400268554688,0.03815648007491479,18.75,0.42
1997-04-25,765.3699951171875,-0.0012665998838539139,21.149999618530273,0.4
1997-05-02,812.969970703125,0.060334801809406535,17.510000228881836,0.42
1997-05-09,824.780029296875,0.014422547165846566,20.11000061035156,0.43
1997-05-16,829.75,0.006007730973112579,21.56999969482422,0.42
1997-05-23,847.030029296875,0.02061169713882105,18.079999923706055,0.49
1997-05-30,848.280029296875,0.0014746567687549117,19.190000534057617,0.45
1997-06-06,858.010009765625,0.01140496130575297,18.940000534057617,0.39
1997-06-13,893.27001953125,0.04027314285267458,19.270000457763672,0.4
1997-06-20,898.7000122070312,0.006060379581228403,20.200000762939453,0.35
1997-06-27,887.2999877929688,-0.012766158163525887,21.219999313354492,0.43
1997-07-04,916.9199829101562,0.032837078725370894,17.81999969482422,0.38
1997-07-11,916.6799926757812,-0.00026176945783262795,19.059999465942383,0.34
1997-07-18,915.2999877929688,-0.0015065722972398277,22.280000686645508,0.33
1997-07-25,938.7899780273438,0.025339921564715873,20.81999969482422,0.31
1997-08-01,947.1400146484376,0.008855144375957025,22.290000915527344,0.31
1997-08-08,933.5399780273438,-0.01446314497675516,22.459999084472656,0.36
1997-08-15,900.8099975585938,-0.0356894321610941,24.450000762939453,0.4
1997-08-22,923.5399780273438,0.024919732533926542,24.739999771118164,0.4
1997-08-29,899.469970703125,-0.02640841998984733,24.760000228881836,0.37
1997-09-05,929.0499877929688,0.03235687713851032,24.309999465942383,0.39
1997-09-12,923.9099731445312,-0.005547910306352932,25.170000076293945,0.36
1997-09-19,950.510009765625,0.028384057692619535,22.739999771118164,0.28
1997-09-26,945.219970703125,-0.005581019288690037,22.260000228881836,0.28
1997-10-03,965.030029296875,0.020741545660096783,21.540000915527344,0.29
1997-10-10,966.97998046875,0.002018573220770925,19.75,0.29
